filtered text,label
united well its la and then a hr car ride to a dark palm springs technically maybe ill get bumped to st class den to phl on friday,NEUTRAL
united yes still need assistance i dont have a flight home due to change in flight u made i miss all connections,NEGATIVE
united i believe you have to follow me in order for me send you a dm,NEUTRAL
united thanks we would like an apology and a full refund please confirm when we will receive,NEGATIVE
united hi can you email me here so i can share the details thanks frankpostsecretcom,NEUTRAL
united but i got a bad exchange rate so want my money back please can you refund without penalty,NEGATIVE
united my flight ua to denver for rmoug has been recheduled times if i am no show youll know why ridiculous,NEGATIVE
united youre just using automated responses and dont have the decency to actually carerespond,NEGATIVE
united jt the issue is with missed connections early gate closings and zero concern from customer service,NEGATIVE
united here i was thinking how i could say so many nice things after getting upgraded but then you delayed my flight its ok,NEGATIVE
united can you explain how it rewards us elite premiere k members,NEUTRAL
united for our birthdays my fiancé amp i want to travel late flight april youre our fave airline but frontier has this httptcouaywrras,NEUTRAL
united im resending the confirmation code in a dm,NEUTRAL
united i did dm the details back on when this started with phone number to reach me no reply either online or by phone,NEGATIVE
united airlines ceo jeff smisek disloyal to loyal workers httptcocevypb via huffpostbiz,NEUTRAL
united the guidelines say xx my bag is xx so its a bit taller than the guidelines is that gonna be a problem,NEUTRAL
united thank you i wish the lady in little rock had told me that in the morning when i asked her,POSITIVE
united no claim number havent been back to iad baggage since is there a phone i can call to speak to someone,NEGATIVE
united do you think there will problems at newark nj on saturday due to expected snow,NEUTRAL
united got it i am following the united page,NEUTRAL
united thank you for the speedy response i figured it may be something of that nature you guys and your fine print haha,POSITIVE
united worst service ever,NEGATIVE
united thanks for your attention i would actually like to make a specific complaint about customer service at dca what is my best option,NEGATIVE
united cant believe united cant find someone to just simply check a seat back for a missing passport loved united but debating choice,NEGATIVE
united i am furious youre firm is a disgrace despite all our efforts you did zero to protect our daughter all alone at night united,NEGATIVE
united holy high speed internet batman speeds at united club at iad are insanely fast thanks,POSITIVE
united your website flight booking problems experience is an obnoxious upsellladen disaster for anyone with half a brain,NEGATIVE
united mrandyep like weeks after my flight creative,NEUTRAL
united flt is having some major delays bc ground crew was so slow the flight crew has been terrific been hours on the ground,NEGATIVE
united sorry i hate united i wont get to see my family until thursday,NEGATIVE
united thanks for the timely service amp great staff getting my wife and me to and from cancun this past week for our honeymoon,POSITIVE
united done just now thanks,POSITIVE
united currently on standby to lax then it is a hour ride to palm springs long day starting at a snowy am in philly,NEUTRAL
united your customer service for mileage plus customers is a disgrace i just spent min on the phone to reset a pin number with no luck,NEGATIVE
united no i do not i was only given a flight booking problems reference number,NEUTRAL
united all these changes way to stick it to your premiere k loyal customers why make things harder for those that loyal to you,NEGATIVE
united thanks for the offer but i finally made it to my destination albeit hours late flight,NEGATIVE
united airlines cancelled flights oc fll flight today to switch no notice no apology we are done flying unitedairlines,NEGATIVE
united can you send me another confirmation email,NEUTRAL
united it would be super if you paid as much attention to actual fliers as you do to credit card holders,NEGATIVE
united i travel a lot and i get it youre still my fave but ewr to cleveland w min layover to connect to dc our best option come on,NEGATIVE
united pm and my bags still not here not even a courtesy toiletries kit not the flight experience i was expecting very disappointed,NEGATIVE
united airlines cancelled flights oc fll flight today to switch no notice no apology done flying unitedairlines,NEGATIVE
united sorry wrong link for the bag httptcopzalwtrez thats the one i meant,NEUTRAL
united flight laxiad back rows not cleaned prior to boarding how gross is that to find used tissues in your seat please,NEGATIVE
united thank you,POSITIVE
united take a lesson from virginamerica they know how to treat customers,NEUTRAL
united plus you horrible seating and poor customer service everywhere ive flown now you take away the mileage programhorrible,NEGATIVE
united youd learn if you listen to your customersyou do want you wantvirginamerica asks their customer what they want,NEGATIVE
united customer service,NEGATIVE
united priceless united stranded my daughter at ohare united did zero to keep her safealone on a plastic chair for h united air,NEGATIVE
united hi again any updates here,NEUTRAL
united could you tell me if this bag would be accepted as a personal item can i bring one carryon bag plus this httptcouczplhl,NEUTRAL
united which you finally cancelled flightled,NEGATIVE
united what link those are all the email offers u sent me in a year to buytransfer milesthe last just expired httptcozzpsywve,NEGATIVE
united thanks finally made it missed meetings but what can i do now,NEGATIVE
united our flight was originally supposed to leave at pm amp now we wont leave until this is the nd time this has happened,NEGATIVE
united supposedly theyre out for delivery ill believe it when i see it,NEGATIVE
united thank you yes i was hoping to speak with someone directly but appreciate the link nonetheless,NEGATIVE
united sure did only waited about min yay,POSITIVE
united hi jh my experience with united has been entirely disgusting but yes id like assistance in getting compensated for my bag,NEGATIVE
united took this picture on thursday awesome httptcoivgpzsjtkw,POSITIVE
united probably wouldnt be doing it had someone returned my call or email case number,NEGATIVE
united i cant even fit my name on the first two lines yes please do pass on feedback this is a big downgrade from previous years,NEGATIVE
is expiring the united offer to buy or transfer united mileageplus miles with discount many offers during a year httptcotzimqzlg,POSITIVE
united no it was flight cancelled flightlations one due to weather one mechanical paid own hotel bag held in transfer no vouchercompensation,NEGATIVE
united i got email that my reservations got cancelled flightled and i will be refunded nothing got refunded as of yet,NEGATIVE
united so what do you offer now that my flight was cancelled flighted and im stranded away from home and work,NEGATIVE
united you are really trying me today,NEGATIVE
united looks like im settled in to where im going thx,POSITIVE
united flt has had two more updates in the last minutes,NEUTRAL
united no they were to busy taking to each other and i needed to get to an audition,NEGATIVE
united was never given one,NEUTRAL
united quick response offering assistance but lack of follow through not really the service i was expecting,NEGATIVE
united stuck in iad going on hours waiting for a ferry flight from nashville that u cant tell when it will arrive ridiculous,NEGATIVE
united flt no gate agent no announcements so unprofessional time to go back to delta,NEGATIVE
united thanks kp please also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class,POSITIVE
united flt departure time has changed five times in the last minutes why dont you figure out a solution and announce once,NEGATIVE
united bags are still in houston since friday and still have not been reimbursed the baggage fee,NEGATIVE
united who can tell me where they are,NEGATIVE
united flight have already been cancelled flightled once been trying to get home two days staff being very unhelpful,NEGATIVE
united each flight is worse than last flight attendants dont even know whether the plane is equipped with power outlets at the seats,NEGATIVE
united flight agent now wandered off pilots came out looking for her went to charge her personal phone which shed been txting on,NEGATIVE
united waiting for flight to memphis incredibly rude gate agent waited until after departure time to announce delay of rude,NEGATIVE
united i dont see how i need to spend an extra bc of ur equipment failure,NEGATIVE
united i dont need to make any changes i reserved my seats when i bought my tickets and there was an error amp now there are no comp seats,NEGATIVE
united its and no power outlets at the seats on a hour flight to california seriously this is why airlines are failing pathetic,NEGATIVE
united thanks kp but luckily my transfer has maintenance issues and is still delayed so i didnt miss my transfer,NEGATIVE
united no not received any emails in either inbox or junkspam,NEUTRAL
united could you please send me a phone to the refunds department we have submitted our claim through email without success,NEGATIVE
united im not this person but ive been sitting in denver for three hours and all i want to do is get on a plane please let me go home,NEGATIVE
united flight on was delayed over three hours because the pilot never showed up,NEGATIVE
united i just need to get to ric tonight ive been in ewr for hrs now,NEGATIVE
united which is why my next flights to miami will be on another airline,NEGATIVE
united it is super frustrating that the folks at the united ticket counter in pittsburg arent honoring their own media rate unitedfail,NEGATIVE
united minutes after arrival and no bags for most people ua from den to ewr how long should we wait until a ual rep comes here,NEGATIVE
united what is the policy behind changing passengers seating assignments at the gate,NEUTRAL
united with karen and found her unhelpful and rude called united at the time amp told she could board but karen would not accept,NEGATIVE
united she has crossed prior times with other carriers and no issue karen was rude untrained and unhelpful i also spoke,NEGATIVE
united nexus confirmed that at any crossing via air car or boat she can travel with only nexus,NEGATIVE
united employee yelled at her employee stood with others whispering and pointing at her from behind counter,NEGATIVE
united refused boarding with nexus nexus confirmed she should not be refused,NEGATIVE
united on a good note the employees i encountered newark were fabulous i was very late flight for my connecting flight and they got me on,POSITIVE
united u lost my bag and would not refund my bag fee does that make sense to you and yes i already called cust svc they said no,NEGATIVE
united yall tried it with this little bitty plane flying out of boston i hate little planes,NEGATIVE
united doing a good thing holding flight for a few for peeps on late flight connecting flight well still make destination on time,POSITIVE
united q just purchased ticket to hawaii for trip in late flightmarch does this mean we will acquire miles based on price or distance flown,NEUTRAL
united stay warm i will be passing through chicago next week,POSITIVE
united the refund request functionality on httptcoimdckodfx is brokeni get a time out error,NEGATIVE
united nynjairports only at newark can you land minutes early but lose all that time waiting on tarmac for a gate,NEGATIVE
united giving up on your direct flight from iah to honolulu rd attempt in years rd delay meal voucher wow customer service,NEGATIVE
united just played the most bizarre safety video ive ever seen httptcohlmoksxl,NEUTRAL
united nearly hours late flightr and still no idea where it is i will never fly united again if i can help it,NEGATIVE
united had wifi broken on plane had same outage on on friday how can southwest get it right on every plane but united cant,NEGATIVE
united wifi onboard far superior in pricing and performance userperceived bandwidth and late flightncy to recent gogo experiences,POSITIVE
united second day amp attempt trying to leave iad amp im on another plane delayed for mechanical issues over an hour delayed,NEGATIVE
united is there a direct number to call to request a refund its telling me its not valid as i changed the ticket no number on site,NEUTRAL
united when is my plane coming been delayed for almost hours no plane,NEGATIVE
united not fast enough no excuse for service between big hubs to have such outdated craft southwest has wifi this is awful,NEGATIVE
united thankful for great service in newark seats fixed and i was seated with my daughter fab landing in fort myers,POSITIVE
united my mothers flight was delayed from phlord were on our way to nrt and the gate refused to upgrade a platinum blegh,NEGATIVE
united is late flight again everyone braved the weather and passengers are waiting for a flight crew really,NEGATIVE
united miserable trip lost bag sat found mon lost again shipping nd day ground tues might have it for return flight home,NEGATIVE
united spending the afternoon mia not your fault no lounge very inconvenient,NEGATIVE
united costumer service sucks waiting for a week for a response,NEGATIVE
united is there a way to get a copy of febs edition of hemisphere magazine with out flying,NEUTRAL
united i somehow think im going to be stuck paying for a hotel room in denver without winter clothes on my dime i guess well see,NEGATIVE
united i normally ask people to put on headphonesbut not toddlers maybe planes should have a kid section near the back,NEUTRAL
united of course i need help ive been dming you ladies and gents all day your only solution is hope for the best and lax,NEGATIVE
united confirmation number njvbp all i need is email confirmation of flight from nyc sfo feb,NEUTRAL
united is changing its mileageplus program winners and losers httptcootlzakd airline travel loyalty rewards,NEUTRAL
united brandi zabsonre in denver deserves a raise for bringing delight into a terrible travel situation big ups httptcotkaopdtsq,POSITIVE
united thank you and next flight to durango then driving to farmington new mexico for work but hitting the slopes in durango,NEUTRAL
united i was denied use of a rear facing car seat on ua an erj can you confirm the actual policy,NEGATIVE
united you better hold my flight to tucson just landed in houston after an hour delay for some minor computer problem,NEGATIVE
thx stand by united rajuchinthala i know its frustrating and i do appreciate your patience while we try to get you on your way jh,NEUTRAL
united roundtrip tickets to nj are dramatically cheaper through virgin pretty pricey via united can you match them,NEUTRAL
united dropped off a luggage at iad over months ago for repair from damages havent heard anything about it since when do i get it back,NEGATIVE
united thats what i thought thanks for the clarification,NEUTRAL
united feck guys stop cancelled flightling flights from ewr to ric the weather is fine i both locations,NEGATIVE
united ua has been rolling out improvements too we think hoping theyll catch up soon meantime ana is our preference,NEUTRAL
united flyanaofficial pleasantly surprised to find ana has made major upgrades on their transpacific route in flights planes and service,POSITIVE
united step cancelled flight flight step dont notify customer step charge them for food while they try to survive their wait brilliant,NEGATIVE
united i need my confirmation number can you give it to me,NEUTRAL
united besides no small degree of selfinterest we take that route several times a year amp would hate to be in that situation,NEGATIVE
united we rebooked but casleah and i had to split up and take different flights because a pilot ran out of hours frustrating,NEGATIVE
united no worries about the tweets we all should do what we can to make sure we as in your tag line fly the friendly skies,POSITIVE
united jsumiyasu i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home,POSITIVE
united i appreciate the follow up,POSITIVE
united thats the gist of what the flight attendant told her,NEGATIVE
united btw is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation,NEGATIVE
united what took me aback was the response by the flight attendant who put the responsibility squarely back on passengers shoulders,NEGATIVE
united no but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business,NEGATIVE
united sat at airport for hrs still sitting at gate sigh,NEGATIVE
united actually we did not consider she might have made a mistake she did not complain beyond that she indicated it on her reservation,NEUTRAL
united gold star for united change my flight miss all connections but cant accommodate me until a much late flightr arrival timenot happy,NEGATIVE
uniteds firstclass cockup httptcoohcfvdhr,NEGATIVE
united all day travel swag ijustwanttosleep,NEUTRAL
united thank you for the new club at ohare very comfortable you made the difficult weather days proficient and enjoyable,POSITIVE
united filled in the form you sent the link to on and then either or,NEUTRAL
united did not let me get on the iahhnl direct now weather delay for my sfo leg stop being reactive and be proactive,NEGATIVE
united bad coffee but the juice is ok getphilz united terminal sfo airport httptcosgiqqfvso,NEGATIVE
united why am i mot getting my refund,NEGATIVE
united nothing apparently ive flown w you times in last weeks and of those experiences incl today were clusterfucks,NEGATIVE
united didnt get her name she was not in our group she was sitting behind us think it was window seat we only overheard,NEGATIVE
united you know what the united club needs power moar power insufficient outlets for the roadwarrior ord,NEGATIVE
united thrilled to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when i boarded last,NEGATIVE
united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business employeerelations,NEGATIVE
united ridiculous to fly outdated s anywhere much less btwn iah and sfo no power ports no wifi no personal entertainment torture,NEGATIVE
united last night we waited forever at the gate because someone from corporate dispatch forgot to call the crew unfriendlyskies,NEGATIVE
united broken entertainment system on my hour nyc flight terrible cabin crew service and online complaint form wont work hopeless,NEGATIVE
united how much does it cost to check in an additional bag traveling from newark to glasgow thank you,NEUTRAL
united call my work and tell them its your fault im late flight,NEGATIVE
united new apple crâpe amazing live from ua really nice crew too americanair has biscuits ua needs them httptcogzgqdtjj,POSITIVE
united clicked on the link and got this confused httptcoxmaqcucwzl,NEUTRAL
united is officially the worst most delayed and least helpful airline i have ever had the misfortune of flying on,NEGATIVE
united i have items of sentimental value that im heartbroken are missing,NEGATIVE
united even though technically after i land i will be silver,NEUTRAL
united still waiting for a reply,NEGATIVE
united please see a flight attendant for what why isnt there enough room for over head bags i carry on to save time,NEGATIVE
wanted to get my bag benefit but instead get pricing on all three tickets when adding a card mp visa is only option united,NEGATIVE
united i tried dm it would not go thru not sure why,NEGATIVE
united link to current status of flightsairports fly bwiewrmco this morning yet cant yet tell what any problems are except see snow,NEGATIVE
united i like delays less than you because im the one on the plane connect me with a voucher,NEGATIVE
united and dont hope for me having a nicer flight some other time try to do things right you sold me those tickets with that connetion,NEGATIVE
united the we got into the gate at iah on time and have given our seats and closed the flight if you know people is arriving have to wait,NEGATIVE
united yes we waited in line for almost an hour to do so some passengers just left not wanting to wait past am,NEGATIVE
southwestair still waiting just hit one hour,NEGATIVE
southwestair although im not happy you cancelled flighted my flight home tomorrow phx to atl then dca i am happy on how easy it was to rebook,NEGATIVE
southwestair hello been on hold for extremely long time have confirmation amp cant get boarding pass have tried numerous times,NEGATIVE
southwestair im teaching new travelers how to research budget amp save for a trip today httptcoqllrep,NEUTRAL
southwestair very frustrated for the loooooong wait time to speak to a live person cannot get boarding pass for flight tomorrow,NEGATIVE
southwestair still no update text amp still no response to email fr sr feel like yr losing customer servicecare,NEGATIVE
southwestair your agents were the ones who were rude and unhelpful and prompted my initial tweet this is so easy to fix,NEGATIVE
southwestair my wife had been in group a in prev flight but got bumped for some reason alone with two kids at least put her in group a,NEGATIVE
southwestair my flight was delayed hrs im months pregnant amp supposed to be caring for my mom whose in surgery now very upset,NEGATIVE
southwestair thank you so much completely made things right,POSITIVE
southwestair love them always get the best deals,POSITIVE
southwestair can you follow me so i can send you the info,NEUTRAL
southwestair been on hold min so far trying to book seat for my infant price increased in meantime what do i do,NEGATIVE
southwestair once again on glassdoors best places to work snagging overall notsurprising luvthem,NEUTRAL
southwestair poor performance all around paid for express checkin weeks ago and cant even leverage it bullshit,NEGATIVE
southwestair thx make it right help meagan fouty brancato fl dfw gate preboard wkids b group a please please,POSITIVE
southwestair can you update me on the emergency landing in jacksonville right now parentsonboard,NEUTRAL
southwestair i have been on hold for over minutes please help httptcofxbijlxat,NEUTRAL
southwestair can yall develop ding for a chromefirefox browser extension that would be swell,NEUTRAL
southwestair can take u to midwaychicago march thapril th cant make it then americanair can get u to flyohare year round flypbi,NEUTRAL
southwestair logically you would think you check all that before you have people board i couldve drove home in the time ive been waiting,NEGATIVE
southwestair thanks southwest for saving our trip my sweetheart isnt going to miss seeing altonbrownlive thanks to yall sohappy,POSITIVE
southwestair can you have someone call me back i have been on hold two times today for over min and still havent gotten through,NEGATIVE
southwestair did you know that suicide is the second leading cause of death among teens,NEUTRAL
southwestair never mind i moved my flight to tomorrow thanks for the help,POSITIVE
southwestair she needs a wheelchair at the gate for sure what options does she have,NEUTRAL
southwestair i managed to get sorted out over the phone good luck dealing with the snow in texas,POSITIVE
southwestair has grounded flights bc of equipment problems amp been rude to my wife traveling alone wour young kids never again,NEGATIVE
southwestair do you promise to not unfollow me,NEUTRAL
southwestair just dmed you my confirmation number,NEUTRAL
southwestair oh look you just delayed our flight an additional half hour now arriving at officially five hours after planned,NEGATIVE
southwestair weather bc of system outage hopefully everything goes smoothly now thank you for follow up,POSITIVE
southwestair belt issues been a rough day for them worst part is traveling with month old and having to wait outside in degree,NEGATIVE
southwestair oh is it only in atlanta,NEUTRAL
southwestair they were moved to the pm flight main concern now is luggage arriving with them they were told that sw was having,NEGATIVE
southwestair i used to always fly southwest,POSITIVE
southwestair got my bags hours late flightr and an offer of to go pick them up taxi costs one way spent for the inconvenience,NEGATIVE
southwestair thx but ill be expecting a credit for this leg,NEGATIVE
southwestair sure please follow me so i can do so,NEUTRAL
southwestair appreciate yall getting the gate issue figured grr plenty open gates yet we sit and wait on tarmac,NEGATIVE
southwestair sent,NEUTRAL
southwestair minutes on hold waiting is ridiculous,NEGATIVE
southwestair have u seen any of the messages the past hour,NEGATIVE
southwestair im following now,NEUTRAL
southwestair thank you for your awesome flights sweetheart got screwed on flyfrontier managed to scramble and get a sw plane today,POSITIVE
southwestair thanks so much,POSITIVE
southwestair roundtrip tickets just arrived for our auction at the postmasters invitational thanks southwest httptcomrfbjtepef,POSITIVE
southwestair went to purchase a flight that i began processing not even minutes earlier and the points had gone up any help,NEGATIVE
southwestair im so upset that my luggage was damaged and the rude employee at the laguardia airport didnt help,NEGATIVE
southwestair tv stream means i get to spend my flight watching and womens world cup finals throwback bestflightever,POSITIVE
southwestair what is the status of the bag check area at ffl,NEUTRAL
southwestair heavenlychc id at least enjoy a free cocktailor two,POSITIVE
southwestair i agree rt news one airline is the flyaway favorite at dia newsbusiness httptcoowlainimy,POSITIVE
southwestair its flight of that matters to you all hell next we all wont get our luggage properly transferred facepalm smh,NEGATIVE
southwestair your phone service sucks,NEGATIVE
southwestair my flight at bwi is delayed and i will miss my flight in denver is there a way to find out if they will hold the plane,NEUTRAL
southwestair airport snow removal method keep up the good work folks this is where cessnas become s httptcopofsxojsy,POSITIVE
southwestair are people in an exit row still supposed to give their verbal approvals i was never asked on the flight im on,NEGATIVE
southwestair and now our arrival is delayed nearly hours yeah an entire day in an airport is not my idea of a stress less vacation fail,NEGATIVE
southwestair oh and now your company has caused us to lose an entire day of our vacation in cancun de boarded waiting for another plane,NEGATIVE
southwestair trying to change my reservation been on hold for minutes and cant do it onlinewas directed to call help,NEGATIVE
southwestair my first call got dropped waited mins for the second but ran out of time will try again late flightr no way to do this online,NEGATIVE
southwestair yo im trying to make a change to a reservation but whenever i select the flight it says unable to price please help,NEGATIVE
southwestair great now we are all de boarding perfectly plane is shot fml plans are screwed thanks for nothing southwestair,NEGATIVE
southwestair teyana taylor performing medusafridays free till httptcoqwfmoqdql httptcokbbbfxmk themenofbusiness,NEUTRAL
southwestair had to let us off the plane bc the toilets done even work there goes my family vacay to playa del carmen mexico neveragain,NEGATIVE
southwestair thanks for the apology unfortunately i have had one too many bad experiences and will no longer be flying with southwest,NEGATIVE
southwestair i was told by customer service that only customer relations can extend the expiration date of my unused travel funds,NEGATIVE
southwestair smiles over two hours now ugh we should all get vouchers this is inexcusable esp after a pre flight check that was ok,NEGATIVE
southwestair i have a flight out of birmingham tomorrow night can i reschedule it for an earlier flight because of the expected snow,NEUTRAL
you have to follow me back so that i can dm southwestair,NEUTRAL
southwestair horrible experience passenger of size was in my seat offered voucher for this by christine c httptcoxzrkwvq,NEGATIVE
southwestair rd time flying southwest in two years have another trip back to mx on october,NEUTRAL
southwestair yes very much so i was looking forward to using your airlines for future flights but never again,NEGATIVE
southwestair need to learn how to treat people with respect and just a little dignity fail,NEGATIVE
southwestair redeempoints packages magically gone by time we finally got through felt like baitandswitch,NEGATIVE
southwestair done,NEUTRAL
southwestair i think i get a faster response on twitter than i do when i callwhats up with that,NEGATIVE
southwestair any idea when the winter advisory will be posted for atl for tomorrow id rather get to phl tonight,NEUTRAL
southwestair then had to watch the staff check off each passenger on the list twice because the first time they forgot look at ids brutal,NEGATIVE
southwestair was on flight from chibuf last night almost hour delay cuz someone got on the plane without a pass sounds safe,NEGATIVE
southwestair thx for your quick response and action bf will make good use of the voucher satisfied happycustomer,POSITIVE
southwestair nothing you can do to help us restore some barelyexpired rapidrewards points,NEGATIVE
southwestair rapid rewards program sold me short lasttweetaboutthis but still disappointed,NEGATIVE
southwestair freezing in the plane,NEGATIVE
southwestair where your airline people screwed up our boarding passes on the way back from puerto vallarta this is horrible and we are,NEGATIVE
southwestair from groupa to group c we have never got to sit next to each other on any south west flight not even on our honey moon,NEGATIVE
southwestair flight to atlanta getting cancelled flightled and then had to re schedule on the phone for over hours with a rep this bumping us,NEGATIVE
southwestair due to an apparent water issue that checked out fine during the checks my husband and i already had to deal with our first,NEGATIVE
southwestair u have a lot of pissed off hungry tired people stuck at midway over hours after scheduled departure this is inexcusable,NEGATIVE
southwestair do you know that your lost baggage portal httptcohuclxluvh doesnt work on mobile its a httptcoozrqpcr,NEGATIVE
southwestair if youre going to charge for wifi do us all a solid and make sure it doesnt take the length of the flight to open a page,NEGATIVE
southwestair your website has now reverted my st flight to only a minute delay but its changed so is that reliable information,NEGATIVE
southwestair swa helps the hotel industry i always book flights a day before i need to be somewhere as swa consistent cancelled flightsdelays,NEGATIVE
southwestair unfortunately once the call was answered service was horrid swa was the rolemodel of finger pointing amp excuses disappointed,NEGATIVE
southwestair barzegar charges tourists euros a night for their stay in the tent village he runs httptcoigsvzvrbbn,NEUTRAL
southwestair can you please make sense of the companion promo how to we set it up,NEUTRAL
southwestair unfortunately i dont even have that my phone died before o had a chance to grab it it was from oma to san from,NEUTRAL
southwestair live in atlanta but cant enroll in your atlanta companion promotion error every time can you help also sent email thanks,NEUTRAL
southwestair frustrating indeed especially when no one knows what the issue is,NEGATIVE
southwestair on hold with customer service you may be quicker i rebooked trip for a lower fare where did the difference in go,NEGATIVE
southwestair that was chantilly paris france,NEUTRAL
southwestair and thx for not responding,NEGATIVE
southwestair i booked a flight on my phone and then never got a confirmation email how would i go about getting that,NEGATIVE
southwestair supposed to take off almost hours agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze,NEGATIVE
southwestair how come im not getting my points after i buy from the rapid reward shopping site,NEGATIVE
southwestair hey im flying from tampa to denver today and i want to know if there will be tvs in the seats like jetblue,NEUTRAL
southwestair and carol thrower are passengers fort lauderdale airport,NEUTRAL
southwestair mins and no answer my wife and baby need to get on that flight she arrived hrs prior please help venetia crook,NEGATIVE
southwestair my wife and month old might miss flight and next direct is pm mother in law been on hold with customer support for,NEGATIVE
southwestair flight fll to atl my wife traveling with infant line to check baggage people long due to your computer system crash,NEGATIVE
southwestair thanks sent a dm to you let me know if oyu need any additional information,POSITIVE
southwestair hey friends when i phone the alist number your ivr hangs up on me multiple times not sure how to proceed,NEGATIVE
southwestair strives to be customer centric in everything they do communications advertising customer journey etc anamarketers,POSITIVE
southwestair la always has traffic but this is insane i cant be the only one with this issue on flight,NEGATIVE
southwestair insane traffic in la trying to call you all to re schedule flight but been on phone for minutes and nothing,NEGATIVE
southwestair airline trouble amp not getting satisfactory customer service contact httptcoaqjnhwnac we negotiate resolutions for you,NEUTRAL
southwestair hey southwest help me find a flight from nashville washington dc or raleigh for under on march please,NEUTRAL
southwestair why can we no longer change trips with a companion online been doing it for years now get message cant be done online,NEGATIVE
southwestair adding rr number to a marriott stay is too hard wont take rr number at checkinout and marriott phone cs not helpful,NEGATIVE
southwestair nor spiritairlines fly to toronto youre killing me smalls,NEGATIVE
southwestair thank you,NEUTRAL
southwestair traditionally used sledge hammer low taking share from driving now scalpel approach through data science anamarketers,NEUTRAL
southwestair customer centricity is knowing people anamarketers,POSITIVE
southwestair i have used you guys for most my travels but this last experience i will never use southwest again worstcustomerservice,NEGATIVE
southwestair is americas largest airline by passengers carried wonder if this is bc they have a customer service bible anamarketers,NEUTRAL
southwestair vipliveinthevieyard first time we tried to redeem pts for anything it really did not go well disappointed,NEGATIVE
southwestair ok thank you i hope so too,POSITIVE
southwestair is there a way to receive a refund on a trip that was cancelled flight online instead of calling your phone lines are super busy,NEGATIVE
southwestair intuit jhamilton moms careers day trip to la intuitlife leanin httptcoqjbcvjzq southwestairlines,POSITIVE
southwestair is there a resource to check delayscancelled flightlations out of love field flying out tomorrow am and stressed about weather,NEUTRAL
southwestair switching planes due to mechanical problems how does reboarding work was a now at end of long line stuck in middle,NEGATIVE
southwestair why when i booked via phone after calling the a list preferred didnt my kta get added to the ticket must i use web,NEGATIVE
southwestair tried for vip live in the vineyard but yr site went down by the time i got in redeem pts those packages gone,NEGATIVE
southwestair an oscarworthy entrance into la httptcotmthvfdc,NEUTRAL
southwestair is the best airline hands down amazing customer service bags free and affordable flights happycamper,POSITIVE
southwestair thanks to ellamae at las counter for going above and beyond to help us get back to abq after our flight was cancelled flightled,POSITIVE
southwestair phlairport will flight that arrives at e be a penguin plane,NEUTRAL
southwestair thank you for taking good care of people with als httptcomyywafkfi kevinswan alstdi alifestory,POSITIVE
southwestair has the smoooothest flight attendants southwestsmoothie httptcovrklai,POSITIVE
southwestair why was southwest only airline to cancelled flight all flights from charleston was pm flight cancelled flightation really weather relate flightd,NEGATIVE
southwestair stepup makeitright re you best or just money hungry wewillsee,NEUTRAL
southwestair thanks for the text but not exactly timely data throughout issues today maybe httptcoaaumkazy,NEGATIVE
southwestair i called the and the rep there was pleasant but less than helpful told me i was sol train them for consistent cx,NEGATIVE
southwestair year customer but i am and those lost or inches really hurt every time the person in front shifts he raps my knees,NEGATIVE
southwestair was only less than pts but it helped had partnerrewards incoming but not fast enough to keep pts from expiring,NEUTRAL
southwestair wifes rr pts expired a few days ago were planning on flight booking problems trip today anything you can do for us on a tight budget,NEUTRAL
southwestair would be great if i atleast was next to my husband who is flying in the same reservation,NEGATIVE
southwestair why is customer relations still not openin texas,NEGATIVE
southwestair thank you for the tip,POSITIVE
southwestair i hate evolved seating knees in the seat pocket httptcofornpfky,NEGATIVE
southwestair thanks to your team for dealing with flight to houston,POSITIVE
southwestair bumped me to preboard on both flights because im fat whatever the reason thanks,POSITIVE
southwestair i heart southwest but those commercials aimed to satisfy a nanosmattering of travelers to few destinations,NEGATIVE
southwestair i urgently need two receipts sent but cs is closed can you help,NEUTRAL
southwestair sent,NEUTRAL
southwestair any etd for swa from phl appears delayed but no info available at gate,NEGATIVE
southwestair can you tell me why you cancelled flightled the flight vs delay,NEGATIVE
southwestair my bday was yesterday and my girl gave birth to my first born and i couldnt get a courtesy flight change from lynn thanks,NEGATIVE
cb how do you know southwestair,NEUTRAL
southwestair no need i know the status you cancelled flightled instead of delaying the flight,NEGATIVE
southwestair weather where and at what time cancelled flighted no i cant because meeting was today,NEGATIVE
southwestair the flight isnt that empty is this rude or not httptcorlpjchb,NEUTRAL
southwestair we left ipad in a seat pocket filed lost item report received it exactly week late flightr is that a record unbelievable,POSITIVE
southwestair when and why was flight from msp cancelled flighted this am,NEGATIVE
southwestair i luv yall but please stop overheating your planes second flight in a row that feels like a sauna,NEGATIVE
southwestair i was not the one traveling i was asking for my sister who was waiting on my nephew in midlandflight eventually landed,NEUTRAL
southwestair can anyone help me upgrade to buisness select cant seem to get hail of the right area at all i know you guys are good,POSITIVE
